label,score,identifier
Fake,0.998978853225708,Dataset/test/fake/FE/Imagic/img_000.png
Fake,0.9992820620536804,Dataset/test/fake/FE/Imagic/img_001.png
Fake,0.9994407296180725,Dataset/test/fake/FE/Imagic/img_002.png
Fake,0.9990478157997131,Dataset/test/fake/FE/Imagic/img_003.png
Fake,0.9991700649261475,Dataset/test/fake/FE/cycle_diff/gene.png
Fake,0.9991700649261475,Dataset/test/fake/FE/cycle_diff/.ipynb_checkpoints/gene-checkpoint.png
Fake,0.9986945986747742,Dataset/test/fake/FE/CoDiff/0C_interText_optDM_4_alpha=1.0.png
Fake,0.9990754127502441,Dataset/test/fake/FE/CoDiff/0C_interText_optDM_1_alpha=-0.5.png
Fake,0.9989399313926697,Dataset/test/fake/FE/CoDiff/0C_interText_optDM_5_alpha=1.5.png
Fake,0.9985225796699524,Dataset/test/fake/FE/CoDiff/0C_interText_optDM_2_alpha=0.0.png
Fake,0.9989950060844421,Dataset/test/fake/FE/CoDiff/0C_interText_optDM_3_alpha=0.5.png
Fake,0.9990754127502441,Dataset/test/fake/FE/CoDiff/.ipynb_checkpoints/0C_interText_optDM_1_alpha=-0.5-checkpoint.png
Fake,0.9995446801185608,Dataset/test/fake/I2I/SDXL_Refine/sd2_gene_1_refine.png
Fake,0.9993571639060974,Dataset/test/fake/I2I/DreamBooth/img_db_044.png
Fake,0.999377429485321,Dataset/test/fake/I2I/DreamBooth/img_db_038.png
Fake,0.9992305040359497,Dataset/test/fake/I2I/DreamBooth/img_db_043.png
Fake,0.9991186261177063,Dataset/test/fake/I2I/DreamBooth/img_db_031.png
Fake,0.9994968175888062,Dataset/test/fake/I2I/DreamBooth/img_db_036.png
Fake,0.998256266117096,Dataset/test/fake/I2I/DreamBooth/img_db_003.png
Fake,0.9992501139640808,Dataset/test/fake/I2I/DreamBooth/img_db_004.png
Fake,0.9993298053741455,Dataset/test/fake/I2I/DreamBooth/img_db_015.png
Fake,0.9995054006576538,Dataset/test/fake/I2I/DreamBooth/img_db_012.png
Fake,0.9992412328720093,Dataset/test/fake/I2I/DreamBooth/img_db_027.png
Fake,0.999098539352417,Dataset/test/fake/I2I/DreamBooth/img_db_020.png
Fake,0.9985528588294983,Dataset/test/fake/I2I/DreamBooth/img_db_052.png
Fake,0.9976045489311218,Dataset/test/fake/I2I/DreamBooth/img_db_055.png
Fake,0.9995527863502502,Dataset/test/fake/I2I/DreamBooth/img_db_029.png
Fake,0.9973364472389221,Dataset/test/fake/I2I/DreamBooth/img_db_005.png
Fake,0.998379111289978,Dataset/test/fake/I2I/DreamBooth/img_db_002.png
Fake,0.9994893074035645,Dataset/test/fake/I2I/DreamBooth/img_db_037.png
Fake,0.9994227886199951,Dataset/test/fake/I2I/DreamBooth/img_db_030.png
Fake,0.999506950378418,Dataset/test/fake/I2I/DreamBooth/img_db_042.png
Fake,0.9993791580200195,Dataset/test/fake/I2I/DreamBooth/img_db_045.png
Fake,0.9996613264083862,Dataset/test/fake/I2I/DreamBooth/img_db_039.png
Fake,0.9993818998336792,Dataset/test/fake/I2I/DreamBooth/img_db_054.png
