label,score,identifier
Fake,0.9953569769859314,Dataset/val/real/00308.png
Fake,0.9992343187332153,Dataset/val/real/00250.png
Fake,0.9898003935813904,Dataset/val/real/00196.png
Fake,0.9983333945274353,Dataset/val/real/00147.png
Fake,0.954249382019043,Dataset/val/real/00281.png
Fake,0.8237655162811279,Dataset/val/real/00526.png
Fake,0.9890753030776978,Dataset/val/real/00063.png
Fake,0.9583786725997925,Dataset/val/real/00402.png
Fake,0.9942356944084167,Dataset/val/real/00374.png
Fake,0.9994034767150879,Dataset/val/real/00064.png
Fake,0.999222993850708,Dataset/val/real/00405.png
Fake,0.9986768364906311,Dataset/val/real/00373.png
Fake,0.9988798499107361,Dataset/val/real/00018.png
Fake,0.9989411234855652,Dataset/val/real/00479.png
Fake,0.9992215633392334,Dataset/val/real/00257.png
Fake,0.9989873766899109,Dataset/val/real/00191.png
Fake,0.9962916374206543,Dataset/val/real/00140.png
Fake,0.9989860653877258,Dataset/val/real/00521.png
Fake,0.9660744667053223,Dataset/val/real/00286.png
Fake,0.9821114540100098,Dataset/val/real/00225.png
Fake,0.9949164390563965,Dataset/val/real/00132.png
Fake,0.997384250164032,Dataset/val/real/00016.png
Fake,0.9700213670730591,Dataset/val/real/00477.png
Fake,0.9699887037277222,Dataset/val/real/00301.png
Fake,0.9955475330352783,Dataset/val/real/00259.png
Fake,0.9709264039993286,Dataset/val/real/00288.png
Fake,0.9993891716003418,Dataset/val/real/00011.png
Fake,0.997849702835083,Dataset/val/real/00470.png
Fake,0.9950738549232483,Dataset/val/real/00306.png
Fake,0.9955066442489624,Dataset/val/real/00198.png
Fake,0.9966819882392883,Dataset/val/real/00149.png
Fake,0.9921616911888123,Dataset/val/real/00528.png
Fake,0.9968647360801697,Dataset/val/real/00222.png
Fake,0.9981417655944824,Dataset/val/real/00135.png
Fake,0.9562591910362244,Dataset/val/real/00494.png
Fake,0.9975311160087585,Dataset/val/real/00333.png
Fake,0.9968157410621643,Dataset/val/real/00445.png
Fake,0.9951767921447754,Dataset/val/real/00024.png
Fake,0.9992619156837463,Dataset/val/real/00089.png
Fake,0.9250997304916382,Dataset/val/real/00439.png
Fake,0.9896962642669678,Dataset/val/real/00058.png
Fake,0.9987868666648865,Dataset/val/real/00100.png
Fake,0.9985612034797668,Dataset/val/real/00217.png
Fake,0.9993652701377869,Dataset/val/real/00348.png
Fake,0.9940060377120972,Dataset/val/real/00399.png
Fake,0.9984915256500244,Dataset/val/real/00107.png
Fake,0.9963253140449524,Dataset/val/real/00210.png
Fake,0.9986090064048767,Dataset/val/real/00334.png
Fake,0.996454119682312,Dataset/val/real/00493.png
Fake,0.9993103742599487,Dataset/val/real/00442.png
Fake,0.9968618154525757,Dataset/val/real/00023.png
Fake,0.9964017868041992,Dataset/val/real/00080.png
Fake,0.9974752068519592,Dataset/val/real/00346.png
Fake,0.9484508633613586,Dataset/val/real/00430.png
Fake,0.999115526676178,Dataset/val/real/00397.png
Fake,0.9991890788078308,Dataset/val/real/00051.png
Fake,0.9959565997123718,Dataset/val/real/00109.png
Fake,0.98017817735672,Dataset/val/real/00514.png
Fake,0.9959782361984253,Dataset/val/real/00175.png
Fake,0.9963200092315674,Dataset/val/real/00262.png
Fake,0.9977121353149414,Dataset/val/real/00513.png
Real,0.6027758121490479,Dataset/val/real/00172.png
Fake,0.997947633266449,Dataset/val/real/00265.png
Fake,0.9961369633674622,Dataset/val/real/00087.png
Fake,0.9942981600761414,Dataset/val/real/00341.png
Fake,0.9985893368721008,Dataset/val/real/00390.png
Fake,0.9974328875541687,Dataset/val/real/00437.png
Fake,0.998955488204956,Dataset/val/real/00056.png
Fake,0.9968816041946411,Dataset/val/real/00219.png
Fake,0.9977097511291504,Dataset/val/real/00274.png
Fake,0.9984317421913147,Dataset/val/real/00502.png
Fake,0.9672790765762329,Dataset/val/real/00163.png
Fake,0.9927701354026794,Dataset/val/real/00208.png
Fake,0.9981287121772766,Dataset/val/real/00426.png
Fake,0.9806066155433655,Dataset/val/real/00381.png
Fake,0.998683512210846,Dataset/val/real/00047.png
Fake,0.9026972055435181,Dataset/val/real/00096.png
Fake,0.9819605350494385,Dataset/val/real/00350.png
Fake,0.9987021684646606,Dataset/val/real/00118.png
Real,0.5693476796150208,Dataset/val/real/00386.png
Fake,0.9924472570419312,Dataset/val/real/00421.png
Fake,0.9983620047569275,Dataset/val/real/00040.png
Fake,0.9981712102890015,Dataset/val/real/00091.png
Fake,0.9991439580917358,Dataset/val/real/00357.png
Fake,0.9930664300918579,Dataset/val/real/00273.png
Fake,0.996434211730957,Dataset/val/real/00505.png
Fake,0.9993341565132141,Dataset/val/real/00164.png
Fake,0.9980384707450867,Dataset/val/real/00201.png
Fake,0.9970389604568481,Dataset/val/real/00116.png
Fake,0.9727651476860046,Dataset/val/real/00388.png
Fake,0.9979835748672485,Dataset/val/real/00359.png
Fake,0.9988559484481812,Dataset/val/real/00453.png
Fake,0.9982306361198425,Dataset/val/real/00032.png
Fake,0.9991087317466736,Dataset/val/real/00482.png
Fake,0.9971609115600586,Dataset/val/real/00325.png
Fake,0.9946178793907166,Dataset/val/real/00454.png
Fake,0.9974619150161743,Dataset/val/real/00035.png
Fake,0.9987909197807312,Dataset/val/real/00322.png
Fake,0.9993138313293457,Dataset/val/real/00485.png
Real,0.8030445575714111,Dataset/val/real/00206.png
Fake,0.9980599284172058,Dataset/val/real/00111.png
Fake,0.7370281219482422,Dataset/val/real/00428.png
Fake,0.9954969882965088,Dataset/val/real/00049.png
Fake,0.9985671043395996,Dataset/val/real/00098.png
Fake,0.9282639622688293,Dataset/val/real/00158.png
Fake,0.9983826875686646,Dataset/val/real/00539.png
Fake,0.7291853427886963,Dataset/val/real/00189.png
Real,0.5217497944831848,Dataset/val/real/00317.png
Fake,0.9980941414833069,Dataset/val/real/00000.png
Fake,0.993293046951294,Dataset/val/real/00461.png
Fake,0.9976760745048523,Dataset/val/real/00124.png
Fake,0.9975042939186096,Dataset/val/real/00545.png
Fake,0.9993220567703247,Dataset/val/real/00233.png
Fake,0.9887639284133911,Dataset/val/real/00123.png
Fake,0.998953104019165,Dataset/val/real/00542.png
Fake,0.9993247985839844,Dataset/val/real/00234.png
Fake,0.9550459384918213,Dataset/val/real/00299.png
Fake,0.9981454610824585,Dataset/val/real/00248.png
